10116008,101,3,318,166,431,223,4,318,166,431,223
10116008,101,3,318,166,431,223,4,318,166,431,223
27017006,270,3,318,306,431,362,4,318,306,431,362
27117013,271,3,318,281,431,337,4,318,281,431,337
94516002,945,3,318,293,431,350,4,318,303,431,359
94516004,945,3,318,293,431,350,4,318,293,431,350

